標題,問題,回答,主題分類,主題分類_字串,主題數量,回答內容摘要,醫生名稱,回答時間,對應子問題,主題判斷
#207916 糖尿病前期,"醫生您好：
不好意思，想請教一下，我去年8月診斷出飯前血糖115/醣化血紅素5.8/體重79->今年4月飯前血糖108/醣化血紅素5.7/體重74，這中間有不斷調整飲食，但一直降不下來到正常值，因為一直每天有健身的習慣，所以還是得攝取碳水，目前一天攝取約280g碳水，熱量約2500卡（基礎代謝率1850），因為我體重不斷的下降，很擔心是否是因為糖尿病無法吸收營養，但這幾次的健檢報告除了血糖，其他都在正常值內（總膽固152，三酸88、肝臟及腎指數都正常），想請問如果照這個模式下去我會一直瘦下去嗎？還是我可以再增加碳水，但血糖就有可能增加嗎？謝謝",如果並非糖尿病前期病患，透過飲食運動控制。依據您的工作運動強度調整醣類比例，只要持續飲食運動控制，定期追蹤監測血糖狀態，應該可以延緩甚至不需用藥，但是提醒您切勿為了得到正常的檢驗結果，而過度節制飲食，以免營養失衡。,"['飲食', '血糖管理']","飲食, 血糖管理",5,血糖及糖化血色素改善，建議調整醣類比例，持續飲食運動控制並定期追蹤，可延緩或避免用藥，避免過度節食導致營養失衡。,葉倩妤,2024/4/27,如何根據工作運動強度調整醣類比例以延緩糖尿病進展？,飲食
#192568 糖尿病 鈉偏低,家人糖尿病控制良好，平時吃清淡 水喝的多，這幾天頭不舒服難受掛急診，抽血正常鈉偏低。請問鈉不足難受當下該怎麼處理？ 當下能喝少許的鹽巴水嗎？ 又擔心鹽分攝取比以往多一點點血糖會不穩定,血鈉偏低是否需要補充，需要醫師進一步評估，不舒服的狀況是否有其他因素造成，建議您與醫師討論，不建議您自行補充鹽巴喔!,['併發症'],併發症,1,血鈉偏低需醫師評估原因，勿自行補充鹽巴，建議與醫師討論。,蔡秀雯,2023/2/13,血鈉偏低可能有哪些原因？是否需要進一步檢查或治療？,請洽詢專業醫療人員
#182784 糖尿病跌倒受傷,"醫師好，
家裡長輩騎腳踏車去買菜，牽車要起步時籃子太重跌倒。
右腳膝蓋下約10cm處撞到，有腫脹沒有明顯傷口，目前能走能動。
長輩80多歲，有糖尿病，有在定期吃藥控制。
事發後這幾日觀察發現除了撞到的地方，整隻腳都有瘀青的痕跡，尤其小腿肚和腳踝下緣顏色最深。
以前陪同看病時有聽到過糖尿病傷口不容易好、血夜循環不良等資訊，看起來是挺像瘀血堆積在他的小腿的。想請問這是糖尿病受傷很常見的現象嗎?
長輩不願意去醫院，請問我該怎麼幫忙照顧傷口及瘀青? 以及有什麼特殊症狀是需要特別注意，看到一定要馬上帶著他送醫的?",長輩受傷有大片瘀青通常是凝血功能下降所致，與年紀、肝功能及服用抗凝血或抗血小板藥物相關。大部分的瘀青和血腫會慢慢吸收，照顧方面注意腿部保持清潔，休息時腳稍微抬高，避免碰撞產生新的傷口，控制血糖在正常範圍。若是有局部的紅腫熱痛或是發燒要盡早就醫。,"['併發症', '血糖管理']","併發症, 血糖管理",3,凝血功能下降可能導致瘀青，需注意清潔、抬高腿部、避免碰撞，控制血糖正常，若紅腫熱痛或發燒需就醫。,張書豪,2022/6/13,如何照顧瘀青並避免感染？是否需要調整血糖控制以促進恢復？,生活管理
#156423 葡萄糖粉攝取疑慮,"營養師您好：

因BMI過低,TDEE約2500-2600 ,打算熱量盈餘,一日約攝取3000卡

曾幾次定量尿檢呈陽性,故定期追蹤尿蛋白
兩年內定量檢測(PCR/ACR)正常,eGFR,creatine亦正常
隱憂過量蛋白質風險,計畫約攝取1.2-1.3g/kg/day
打算透過葡萄糖粉增加熱量攝取,將蛋白質量控制在範圍內

請教營養師：
1. 若以葡萄糖粉作為熱量補充(一天中分散攝取,共160g),
會對身體造成不良影響嗎? or any potential risk ?

2. 以食藥署食品營養成分資料庫作為食材營養分析,
有需注意的部分or盲點嗎?

Refer:
每週重訓4天,每次中高強度1.5-2h

以上,再麻煩您,謝謝!",請洽詢專業醫療人員,"['飲食', '併發症']","飲食, 併發症",4,尿蛋白需探討原因以評估腎功能影響，飲食應均衡攝取六大類食物，避免單糖過量，重訓需全面評估健康狀況並諮詢專業。,蔡秀雯,2020/5/21,若以葡萄糖粉作為熱量補充（一天中分散攝取，共160g），是否會對身體造成不良影響或存在潛在風險？,請洽詢專業醫療人員
#156423 葡萄糖粉攝取疑慮,"營養師您好：

因BMI過低,TDEE約2500-2600 ,打算熱量盈餘,一日約攝取3000卡

曾幾次定量尿檢呈陽性,故定期追蹤尿蛋白
兩年內定量檢測(PCR/ACR)正常,eGFR,creatine亦正常
隱憂過量蛋白質風險,計畫約攝取1.2-1.3g/kg/day
打算透過葡萄糖粉增加熱量攝取,將蛋白質量控制在範圍內

請教營養師：
1. 若以葡萄糖粉作為熱量補充(一天中分散攝取,共160g),
會對身體造成不良影響嗎? or any potential risk ?

2. 以食藥署食品營養成分資料庫作為食材營養分析,
有需注意的部分or盲點嗎?

Refer:
每週重訓4天,每次中高強度1.5-2h

以上,再麻煩您,謝謝!",請洽詢專業醫療人員,"['飲食', '併發症']","飲食, 併發症",4,尿蛋白需探討原因以評估腎功能影響，飲食應均衡攝取六大類食物，避免單糖過量，重訓需全面評估健康狀況並諮詢專業。,蔡秀雯,2020/5/21,若以葡萄糖粉作為熱量補充，是否會對身體造成不良影響或潛在風險？,請洽詢專業醫療人員
#156423 葡萄糖粉攝取疑慮,"營養師您好：

因BMI過低,TDEE約2500-2600 ,打算熱量盈餘,一日約攝取3000卡

曾幾次定量尿檢呈陽性,故定期追蹤尿蛋白
兩年內定量檢測(PCR/ACR)正常,eGFR,creatine亦正常
隱憂過量蛋白質風險,計畫約攝取1.2-1.3g/kg/day
打算透過葡萄糖粉增加熱量攝取,將蛋白質量控制在範圍內

請教營養師：
1. 若以葡萄糖粉作為熱量補充(一天中分散攝取,共160g),
會對身體造成不良影響嗎? or any potential risk ?

2. 以食藥署食品營養成分資料庫作為食材營養分析,
有需注意的部分or盲點嗎?

Refer:
每週重訓4天,每次中高強度1.5-2h

以上,再麻煩您,謝謝!",如果目前的飲食型態不均衡，那只補充單糖食物的熱量來源及健康風險是更高的。單獨補充「糖」過量，不僅不能夠增肌，更可能會造成肥胖，及引發代謝症候群、心血管疾病，也容易讓細胞老化。依照衛福部國民健康署建議，每日「糖」攝取量不宜超過總熱量的10%。也就是說，如果您的建議熱量在３０００卡，則您的單醣類上限不可超過７５克，在扣除您水果當中的單醣類含量，建議您的單醣就不可以超過４５克。身體在消化吸收熱量及合成細胞時就會消耗許多的維生素及礦物質，故如果要增加熱量，更應該以天然食物來補充，這樣除了熱量之外，也能夠獲得其他的微量營養素及植化素。,"['飲食', '併發症']","飲食, 併發症",4,尿蛋白需探討原因以評估腎功能影響，飲食應均衡攝取六大類食物，避免單糖過量，重訓需全面評估健康狀況並諮詢專業。,蔡秀雯,2020/5/21,如何根據每日建議熱量計算單醣類的攝取上限，並選擇天然食物來補充熱量及微量營養素？,飲食
#156423 葡萄糖粉攝取疑慮,"營養師您好：

因BMI過低,TDEE約2500-2600 ,打算熱量盈餘,一日約攝取3000卡

曾幾次定量尿檢呈陽性,故定期追蹤尿蛋白
兩年內定量檢測(PCR/ACR)正常,eGFR,creatine亦正常
隱憂過量蛋白質風險,計畫約攝取1.2-1.3g/kg/day
打算透過葡萄糖粉增加熱量攝取,將蛋白質量控制在範圍內

請教營養師：
1. 若以葡萄糖粉作為熱量補充(一天中分散攝取,共160g),
會對身體造成不良影響嗎? or any potential risk ?

2. 以食藥署食品營養成分資料庫作為食材營養分析,
有需注意的部分or盲點嗎?

Refer:
每週重訓4天,每次中高強度1.5-2h

以上,再麻煩您,謝謝!",食品營養成分資料庫是將食材每１００克來做營養分析，需要注意及原食材的特性，例如蘿蔔乾或是新鮮蘿蔔；山粉圓１００克的生重及一分的可食分量可是差很多。查詢食品營養成分資料庫，也得了解平常您所吃的食物份量是大約多少，另外在食物烹煮時也會額外添加的調味品所含營養素也需要計算。,"['飲食', '併發症']","飲食, 併發症",4,尿蛋白需探討原因以評估腎功能影響，飲食應均衡攝取六大類食物，避免單糖過量，重訓需全面評估健康狀況並諮詢專業。,蔡秀雯,2020/5/21,如何根據食品營養成分資料庫計算食物的營養素，並考慮食材的特性和烹煮時添加的調味品？,飲食
#156423 葡萄糖粉攝取疑慮,"營養師您好：

因BMI過低,TDEE約2500-2600 ,打算熱量盈餘,一日約攝取3000卡

曾幾次定量尿檢呈陽性,故定期追蹤尿蛋白
兩年內定量檢測(PCR/ACR)正常,eGFR,creatine亦正常
隱憂過量蛋白質風險,計畫約攝取1.2-1.3g/kg/day
打算透過葡萄糖粉增加熱量攝取,將蛋白質量控制在範圍內

請教營養師：
1. 若以葡萄糖粉作為熱量補充(一天中分散攝取,共160g),
會對身體造成不良影響嗎? or any potential risk ?

2. 以食藥署食品營養成分資料庫作為食材營養分析,
有需注意的部分or盲點嗎?

Refer:
每週重訓4天,每次中高強度1.5-2h

以上,再麻煩您,謝謝!",重訓增加肌肉量是對健康是有好處，但是大多數人均只有注意到蛋白質是否足夠，卻忽略了對於其他營養素的均衡及對健康的重要性，建議您應找專業醫師及營養師定期且逐步評估討論您的健身計畫，應該要全面性的評估您的健康狀況。,"['飲食', '併發症']","飲食, 併發症",4,尿蛋白需探討原因以評估腎功能影響，飲食應均衡攝取六大類食物，避免單糖過量，重訓需全面評估健康狀況並諮詢專業。,蔡秀雯,2020/5/21,健身計畫中除了蛋白質攝取，還需要注意哪些營養素的均衡？,飲食
#136728 關於糖尿病,醫生您好，我最近2、3天吃完飯感覺尿都比較多（大約飯後30-60分尿一次，之後再隔差不多的時間再尿一次，印象中之前有幾次吃完大餐也是），並且有時候會有舌頭後面乾乾的感覺，而又有容易餓的情況（主要是胃的空腹感，大約在一個月前出現，有時候有有時候沒有。月8個月前多了偶爾會吃宵夜的習慣（60%）），一年前量過空腹血糖，在正常範圍的正中間，7個月前有出現口渴的情況（我認為不是因為排尿而口渴。狀況就是舌頭感覺很乾。大約一個月後消失）半年前兵役體檢有檢查糖尿（單子上沒寫血糖）也是正常（無），接下來就要去當兵（7/12-9/6），我很擔心自己會不會是糖尿病（補充一些：身高184體重62半年前量的，不知有無變化（至少看不出來）、上禮拜發現手指在維持烏龜烏龜翹的時候會抖動，時好時壞、最近有些縱慾、從小都會放大檢視自己身體，容易緊張）感謝醫生的閱讀，謝謝妳,請洽詢專業醫療人員,['血糖管理'],血糖管理,2,檢驗結果無糖尿病，可3個月後再檢驗確認，無糖尿病即可安心。,顏素美,2018/7/3,我最近飯後頻尿、舌頭乾燥且容易餓，這些症狀是否可能與糖尿病相關？需要進行哪些檢查來確認？,請洽詢專業醫療人員
#170353 糖尿病引發視力模糊,"柳醫師，您好
家中長輩為二型糖尿病
每天需服用慢性病藥物
前一陣子早晨空腹血糖
大約都180-200之間
回診後有加開降血糖的藥物
近期早晨空腹血糖約90-130之間
長輩反應視力偶爾會模糊
光線忽亮忽暗 近幾日特別嚴重
先去有去眼科檢查
只有輕微白內障的症狀
請問這是因為白內障引起的現象嗎
是否建議日常怎麼維護或治療
另外血糖與眼睛的情況能否施打新冠疫苗，期盼醫師的回覆，感謝!","因為白內障早期的症狀可能有視力模糊、色調改變、怕光、眼前黑點等,所以光線忽亮忽暗可能與白內障有關.不過若症狀越來越多,還是要再去眼科診療.","['併發症', '飲食']","併發症, 飲食",4,血糖改善但視力變化嚴重，可能與白內障早期症狀有關，建議眼科診療；血糖穩定可施打新冠疫苗。,柳鴻祥,2021/7/9,白內障的早期症狀有哪些？光線忽亮忽暗是否與白內障有關？,併發症
#170353 糖尿病引發視力模糊,"柳醫師，您好
家中長輩為二型糖尿病
每天需服用慢性病藥物
前一陣子早晨空腹血糖
大約都180-200之間
回診後有加開降血糖的藥物
近期早晨空腹血糖約90-130之間
長輩反應視力偶爾會模糊
光線忽亮忽暗 近幾日特別嚴重
先去有去眼科檢查
只有輕微白內障的症狀
請問這是因為白內障引起的現象嗎
是否建議日常怎麼維護或治療
另外血糖與眼睛的情況能否施打新冠疫苗，期盼醫師的回覆，感謝!",白內障保養一般是注意防曬和吃含抗氧化的食物，像五穀雜糧堅 果類等.,"['併發症', '飲食']","併發症, 飲食",4,血糖改善但視力變化嚴重，可能與白內障早期症狀有關，建議眼科診療；血糖穩定可施打新冠疫苗。,柳鴻祥,2021/7/9,哪些含抗氧化的食物有助於白內障保養？,飲食
#143421 妊娠糖尿病,"主任你好：
我在28W有做葡萄糖水75g的檢查：
空腹血糖：96 1小時血糖：178 2小時血糖：136
被診斷為空腹血糖偏高的妊娠糖尿病，現在要飲食及運動控制中，請問空腹及飯後2小時的血糖要控制在多少？血糖多少要打胰島素呢？",請洽詢專業醫療人員,"['飲食', '運動']","飲食, 運動",3,血糖略高，建議透過飲食和運動控制即可，無需擔心。,曹國桃,2019/1/28,妊娠糖尿病患者空腹及飯後2小時的血糖應控制在多少？血糖達到多少需要使用胰島素？,請洽詢專業醫療人員
